ASM,オリジナル,Allatori,Duplication,Irreducibility,Marge,ProGuard,Opaque,,,,,,,,,,
iload invokevirtual aastore iload gotoInsn,,1,,,,,,139486,,,,,,,,,
iload invokevirtual aload astore pop,,1,,,,,,130841,,,,,,,,,
iload invokevirtual aload astore pop2,,1,,,,,,341076,,,,,,,,,
iload invokevirtual aload dup iconst3,,2,,,,,,247267,,,,,,,,,
iload invokevirtual aload getfield dup,,1,,,,,,11846.5,,,,,,,,,
iload invokevirtual aload iconst3 iload,,4,,,,,,17655.3,,,,,,,,,
iload invokevirtual aload iinc aload,,1,,,,,,13368.5,,,,,,,,,
iload invokevirtual aload iload invokevirtual,,2,,,,,,3275.34,,,,,,,,,
iload invokevirtual aload invokevirtual iinc,,1,,,,,,11418.5,,,,,,,,,
iload invokevirtual bipush ifIcmpeq iload,,,,,,,3,16759.6,,,,,,,,,
iload invokevirtual bipush ifIcmpne aload,,4,,,,,,11021.9,,,,,,,,,
iload invokevirtual bipush ifIcmpne iload,,,,,,,3,11747,,,,,,,,,
iload invokevirtual bipush iinc ifIcmpeq,,1,,,,,,554262,,,,,,,,,
iload invokevirtual dup i2l bipush,,,,,1,,,1.36E+06,,,,,,,,,
iload invokevirtual dup istore aaload,,2,,,,,,38943.5,,,,,,,,,
iload invokevirtual dup istore aload,,1,,,,,,20004.7,,,,,,,,,
iload invokevirtual dup istore iconst1,,3,,,,,,53624.1,,,,,,,,,
iload invokevirtual dup istore iinc,,5,,,,,,126376,,,,,,,,,
iload invokevirtual getfield invokespecial dup,,1,,,,,,107014,,,,,,,,,
iload invokevirtual i2l lload dup2X2,,,,,4,,,100270,,,,,,,,,
iload invokevirtual i2l lstore iload,,1,,,,,,17912.5,,,,,,,,,
iload invokevirtual iadd aaload iinc,,1,,,,,,328857,,,,,,,,,
iload invokevirtual iaload invokevirtual iinc,,5,,,,,,43886.3,,,,,,,,,
iload invokevirtual iconst0 istore pop,,4,,,,,,86060.5,,,,,,,,,
iload invokevirtual ifIcmpeq iconst0 dup,,1,,,,,,26517.2,,,,,,,,,
iload invokevirtual ifIcmpeq iload dup,,,,,,,1,125471,,,,,,,,,
iload invokevirtual ifne aconstNull aload,,1,,,,,,28839.5,,,,,,,,,
iload invokevirtual ifne iload dup,,,,,,,1,38868.6,,,,,,,,,
iload invokevirtual iinc aastore iload,,1,,,,,,526226,,,,,,,,,
iload invokevirtual iinc aload iload,,1,,,,,,26472.9,,,,,,,,,
iload invokevirtual iinc aload invokevirtual,,1,,,,,,7492.37,,,,,,,,,
iload invokevirtual iinc dup istore,,1,,,,,,124768,,,,,,,,,
iload invokevirtual iinc iadd aload,,1,,,,,,110445,,,,,,,,,
iload invokevirtual iinc iastore iload,,1,,,,,,160367,,,,,,,,,
iload invokevirtual iinc tableswitch aload,,1,,,,,,132628,,,,,,,,,
iload invokevirtual iload iconst1 isub,,,,4,,,,11060.7,,,,,,,,,
iload invokevirtual iload invokevirtual aload,,1,,,,,,5084.61,,,,,,,,,
iload invokevirtual iload invokevirtual iconst0,,2,,,,,,18662.3,,,,,,,,,
iload invokevirtual invokeinterface iconst1 iadd,,1,,,,,,14606.7,,,,,,,,,
iload invokevirtual ior invokespecial returnInsn,,1,,,,,,13395.8,,,,,,,,,
iload invokevirtual istore getfield iload,,1,,,,,,196654,,,,,,,,,
iload invokevirtual pop aload iconst0,,1,,,,,,16659,,,,,,,,,
iload invokevirtual pop aload lload,,,,,3,,,23842.7,,,,,,,,,
iload invokevirtual pop getfield iconst2,,1,,,,,,193112,,,,,,,,,
iload invokevirtual pop getfield ifnull,,1,,,,,,148054,,,,,,,,,
iload invokevirtual pop gotoInsn gotoInsn,,1,,,,,,11663.8,,,,,,,,,
iload invokevirtual pop iconst0 dup,,,4,,,,,7371.08,,,,,,,,,
iload invokevirtual pop iconst0 i2l,,,,,3,,,139090,,,,,,,,,
iload invokevirtual pop iconst1 ifne,,,,1,,,,8972.19,,,,,,,,,
iload invokevirtual pop iinc iload,,1,,,,,,11808.9,,,,,,,,,
iload invokevirtual pop iload gotoInsn,,1,,,,,,20518.5,,,,,,,,,
iload invokevirtual pop iload iconst1,,,,1,,,,14044.7,,,,,,,,,
iload invokevirtual pop lload bipush,,,,,1,,,44906.6,,,,,,,,,
iload invokevirtual pop returnInsn gotoInsn,,1,,,,,,23083.7,,,,,,,,,
iload invokevirtual pop returnInsn iload,,1,,,,,,10985.9,,,,,,,,,
iload invokevirtual pop2 aload getfield,,1,,,,,,6237,,,,,,,,,
iload invokevirtual pop2 gotoInsn iload,,1,,,,,,45058.2,,,,,,,,,
iload invokevirtual pop2 iinc gotoInsn,,1,,,,,,14485.9,,,,,,,,,
iload invokevirtual pop2 iinc pop2,,1,,,,,,105466,,,,,,,,,
iload ireturn aload aload aload,,3,,,,,,49511.9,,,,,,,,,
iload ireturn aload aload newInsn,,3,,,,,,7679.85,,,,,,,,,
iload ireturn aload iconst0 ifne,,1,,,,,,15641.8,,,,,,,,,
iload ireturn aload iload getstatic,,6,,,,,,71352.1,,,,,,,,,
iload ireturn aload iload iconst3,,1,,,,,,23140.5,,,,,,,,,
iload ireturn gotoInsn aload aload,,1,,,,,,13223,,,,,,,,,
iload ireturn gotoInsn aload iload,,2,,,,,,23536.1,,,,,,,,,
iload ireturn gotoInsn iload newarray,,1,,,,,,32330.9,,,,,,,,,
iload ireturn iconst0 dup istore,,1,,,,,,58190.6,,,,,,,,,
iload ireturn iinc iload gotoInsn,,1,,,,,,15280.5,,,,,,,,,
iload ireturn iload i2l lload,,,,,1,,,27537.8,,,,,,,,,
iload ireturn iload newarray astore,,6,,,,,,15568,,,,,,,,,
iload istore aload dup getfield,,1,,,,,,9917.33,,,,,,,,,
iload istore aload getfield dup,,1,,,,,,16567.1,,,,,,,,,
iload istore aload gotoInsn iload,,2,,,,,,54767.5,,,,,,,,,
iload istore iload dup istore,,1,,,,,,28573.6,,,,,,,,,
iload istore iload gotoInsn aload,,1,,,,,,29352.4,,,,,,,,,
iload istore iload gotoInsn gotoInsn,,1,,,,,,44207.5,,,,,,,,,
iload istore iload gotoInsn ldc,,6,,,,,,59624,,,,,,,,,
iload istore iload ifeq iload,,,,,,,3,13188,,,,,,,,,
iload istore pop iload aload,,1,,,,,,212124,,,,,,,,,
iload isub aaload dup astore,,1,,,,,,66913.4,,,,,,,,,
iload isub bipush ishl lload,,,,,1,,,18259.4,,,,,,,,,
iload isub dup istore istore,,,1,,,,,15985.6,,,,,,,,,
iload isub dup istore sipush,,1,,,,,,49639.4,,,,,,,,,
iload isub dup istore tableswitch,,1,,,,,,23419.6,,,,,,,,,
iload isub i2l lload dup2X2,,,,,2,,,47114.5,,,,,,,,,
iload isub iinc iconst1 iadd,,1,,,,,,95306.9,,,,,,,,,
iload isub imul iadd i2l,,,,,1,,,18041.2,,,,,,,,,
iload isub invokevirtual dup istore,,1,,,,,,29802.9,,,,,,,,,
iload isub invokevirtual iload istore,,1,,,,,,13423.3,,,,,,,,,
iload isub invokevirtual lload bipush,,,,,1,,,37733.5,,,,,,,,,
iload isub invokevirtual pop iconst1,,,,1,,,,26283.8,,,,,,,,,
iload isub istore aload lload,,,,,1,,,29309.6,,,,,,,,,
iload isub istore iconst0 dup,,2,1,,,,,6427.52,,,,,,,,,
iload isub istore iload iconst2,,1,,,,,,20907.7,,,,,,,,,
iload isub putfield returnInsn aload,,1,,,,,,24768.5,,,,,,,,,
iload ixor i2c castore iload,,4,,,,,,88290.8,,,,,,,,,
iload laload iinc invokevirtual getfield,,1,,,,,,790519,,,,,,,,,
iload ldc aload dup iinc,,1,,,,,,199690,,,,,,,,,
iload ldc iand aload swap,,1,,,,,,249466,,,,,,,,,
iload ldc iand dup istore,,3,,,,,,17034.5,,,,,,,,,
iload ldc iand ifeq lload,,,,,2,,,11864.1,,,,,,,,,
iload ldc iand lload bipush,,,,,2,,,290755,,,,,,,,,
iload ldc ifIcmpeq iload dup,,,,,,,4,51236.8,,,,,,,,,
iload ldc ifIcmpne iload dup,,,,,,,5,39733.3,,,,,,,,,
iload ldc ifIcmpne iload i2l,,,,,2,,,6805.73,,,,,,,,,
iload ldc ifIcmpne iload iconst1,,,,2,,,,31889.4,,,,,,,,,
iload ldc iinc iastore iconst0,,1,,,,,,2.80E+06,,,,,,,,,
iload ldc iinc iastore iinc,,1,,,,,,728168,,,,,,,,,
iload ldc iinc iastore iload,,1,,,,,,991373,,,,,,,,,
iload ldc iload iconst1 isub,,,,1,,,,23981.1,,,,,,,,,
iload ldc invokespecial returnInsn aload,,1,,,,,,27566,,,,,,,,,
iload ldc invokestatic iconst0 invokeinterface,,1,,,,,,59036.3,,,,,,,,,
iload ldc ior invokespecial returnInsn,,2,,,,,,4922.08,,,,,,,,,
iload ldc ior istore iload,,6,,,,,,18350.7,,,,,,,,,
iload lload bipush lshr l2i,,,,,5,,,7337.74,,,,,,,,,
iload lload dup2 dup2 bipush,,,,,1,,,795912,,,,,,,,,
iload lload l2i iadd invokestatic,,,,,1,,,11732.3,,,,,,,,,
iload lload l2i iastore iconst1,,,,,1,,,81442,,,,,,,,,
iload lload l2i ifIcmpge lload,,,,,1,,,14728.7,,,,,,,,,
iload lookupswitch aload getfield lload,,,,,1,,,46351.8,,,,,,,,,
iload lookupswitch aload iconst0 ifne,,1,,,,,,5825.03,,,,,,,,,
iload newarray astore iconst0 dup,,7,8,,,,,6619.18,,,,,,,,,
iload newarray dup astore aload,,1,,,,,,32835.6,,,,,,,,,
iload newarray putfield aload iconst3,,1,,,,,,74277.7,,,,,,,,,
iload newarray putfield getfield iload,,1,,,,,,251674,,,,,,,,,
iload newarray putfield istore iconst0,,1,,,,,,99158.4,,,,,,,,,
iload newarray putfield newarray putfield,,1,,,,,,84094.3,,,,,,,,,
iload putfield aload getfield dup,,,1,,,,,13665.3,,,,,,,,,
iload putfield aload lload bipush,,,,,1,,,23487.6,,,,,,,,,
iload putfield getfield aload putfield,,1,,,,,,281614,,,,,,,,,
iload putfield iconst0 dup istore,,,1,,,,,34208.9,,,,,,,,,
iload putfield iconst1 ifne aconstNull,,,,1,,,,528379,,,,,,,,,
iload putfield iload iadd invokespecial,,1,,,,,,178805,,,,,,,,,
iload putfield iload iconst1 isub,,,,2,,,,24393.2,,,,,,,,,
iload putfield iload isub putfield,,1,,,,,,184765,,,,,,,,,
iload putfield newInsn dup invokespecial,,1,,,,,,17743.8,,,,,,,,,
iload putfield putfield getfield getfield,,1,,,,,,461022,,,,,,,,,
iload putfield putfield getfield putfield,,1,,,,,,389616,,,,,,,,,
iload putfield putfield invokevirtual putfield,,1,,,,,,307242,,,,,,,,,
iload putfield putfield putfield putfield,,1,,,,,,1.30E+06,,,,,,,,,
iload putfield returnInsn aload getfield,,1,,,,,,6043,,,,,,,,,
iload putfield returnInsn aload iload,,1,,,,,,27424.7,,,,,,,,,
iload saload iinc invokevirtual getfield,,1,,,,,,653230,,,,,,,,,
iload sipush ifIcmpeq iload dup,,,,,,,7,50187.7,,,,,,,,,
iload sipush ifIcmpeq iload iconst1,,,,1,,,,29110.1,,,,,,,,,
iload sipush ifIcmpge iload dup,,,,,,,8,10327.1,,,,,,,,,
iload sipush ifIcmpgt aload lload,,,,,1,,,72281,,,,,,,,,
iload sipush ifIcmpgt iload dup,,,,,,,4,24280.4,,,,,,,,,
iload sipush ifIcmple aload dup,,1,,,,,,18542.7,,,,,,,,,
iload sipush ifIcmple iload dup,,,,,,,8,74789.4,,,,,,,,,
iload sipush ifIcmplt iload dup,,,,,,,6,32467.4,,,,,,,,,
iload sipush ifIcmpne aload dup,,3,,,,,,11341.5,,,,,,,,,
iload sipush ifIcmpne iload dup,,,,,,,22,35654.1,,,,,,,,,
iload sipush ifIcmpne iload iconst1,,,,1,,,,26752.6,,,,,,,,,
iload sipush ifIcmpne lload bipush,,,,,3,,,49509.7,,,,,,,,,
iload sipush iload bipush iinc,,5,,,,,,252015,,,,,,,,,
iload sipush isub dup istore,,1,,,,,,102811,,,,,,,,,
iload tableswitch aload getfield lload,,,,,1,,,7854.04,,,,,,,,,
iload tableswitch aload iconst0 ifne,,3,,,,,,5077.59,,,,,,,,,
iload tableswitch lload bipush lshr,,,,,1,,,18116.5,,,,,,,,,
iload tableswitch returnInsn iconst0 ifne,,1,,,,,,90294.6,,,,,,,,,
iload tableswitch sipush istore lload,,,,,1,,,33850.9,,,,,,,,,
imul bipush iadd iadd i2l,,,,,2,,,48869.7,,,,,,,,,
imul i2l bipush lshl lload,,,,,1,,,58641.1,,,,,,,,,
imul i2l lload dup2X2 lxor,,,,,2,,,672506,,,,,,,,,
imul iadd i2l bipush lshl,,,,,1,,,47508.1,,,,,,,,,
imul iadd i2l lload dup2X2,,,,,2,,,87835.4,,,,,,,,,
imul iadd iadd i2l bipush,,,,,4,,,98201.9,,,,,,,,,
imul iadd iadd istore pop,,2,,,,,,70884.7,,,,,,,,,
imul iadd istore iconst0 dup,,,1,,,,,11027.5,,,,,,,,,
imul iadd istore iload dup,,1,1,,,,,8411.38,,,,,,,,,
imul iconst1 iadd dup istore,,1,1,,,,,53574.5,,,,,,,,,
imul iconst2 iadd invokevirtual aload,,1,,,,,,11864.7,,,,,,,,,
imul iconst2 idiv iconst2 irem,,,,,,,224,19205.8,,,,,,,,,
imul iconst2 irem iconst0 ifIcmpne,,,,,,,221,23248.1,,,,,,,,,
imul imul isub iconst3 irem,,,,,,,238,71030.7,,,,,,,,,
imul invokestatic newarray astore getfield,,2,,,,,,109859,,,,,,,,,
imul invokestatic newarray dup astore,,1,,,,,,42101.7,,,,,,,,,
imul istore iinc iinc gotoInsn,,,1,,,,,18732.5,,,,,,,,,
imul istore iload gotoInsn iload,,1,,,,,,87491.3,,,,,,,,,
imul istore iload iconst2 irem,,,,71,,,,13137.6,,,,,,,,,
imul isub iconst3 irem iconst0,,,,,,,238,140356,,,,,,,,,
ineg istore gotoInsn aload lload,,,,,2,,,76127.9,,,,,,,,,
ineg istore iload gotoInsn aload,,2,,,,,,106292,,,,,,,,,
instanceofInsn aload swap ifeq getfield,,3,,,,,,3.93E+06,,,,,,,,,
instanceofInsn ifeq aload checkcast dup,,1,,,,,,10286.1,,,,,,,,,
instanceofInsn ifeq iload dup dup,,,,,,,7,332769,,,,,,,,,
instanceofInsn ifeq iload dup iconst1,,,,,,,6,93395.3,,,,,,,,,
instanceofInsn ifeq iload dup imul,,,,,,,4,552510,,,,,,,,,
instanceofInsn ifne iload dup dup,,,,,,,1,327175,,,,,,,,,
invokeinterface aload ifnull iload dup,,,,,,,3,56212.2,,,,,,,,,
invokeinterface astore aload ifnull iload,,,,,,,3,8232.4,,,,,,,,,
invokeinterface dup astore aload iload,,1,,,,,,135647,,,,,,,,,
invokeinterface dup astore gotoInsn aload,,3,,,,,,16628.9,,,,,,,,,
invokeinterface dup astore gotoInsn iload,,1,,,,,,35334.3,,,,,,,,,
invokeinterface dup astore ifnull aload,,2,,,,,,3193.28,,,,,,,,,
invokeinterface dup astore ifnull iconst1,,1,,,,,,14607.8,,,,,,,,,
invokeinterface gotoInsn aload aload dup,,1,,,,,,43041.5,,,,,,,,,
invokeinterface gotoInsn aload aload iload,,2,,,,,,52016.3,,,,,,,,,
invokeinterface gotoInsn aload getfield aload,,1,,,,,,3568.5,,,,,,,,,
invokeinterface gotoInsn aload iload bipush,,1,,,,,,32030.8,,,,,,,,,
invokeinterface gotoInsn aload iload iload,,1,,,,,,21286.3,,,,,,,,,
invokeinterface gotoInsn aload invokeinterface iconst1,,1,,,,,,24343.1,,,,,,,,,
invokeinterface gotoInsn gotoInsn aload dup,,1,,,,,,39420.2,,,,,,,,,
invokeinterface gotoInsn gotoInsn aload iload,,1,,,,,,33121.4,,,,,,,,,
invokeinterface gotoInsn iload bipush ifIcmple,,1,,,,,,9806.72,,,,,,,,,
invokeinterface gotoInsn lload bipush lshr,,,,,1,,,16777,,,,,,,,,
invokeinterface iconst1 dup istore iflt,,2,,,,,,97945.6,,,,,,,,,
invokeinterface iconst1 i2l lload dup2X2,,,,,1,,,267863,,,,,,,,,
invokeinterface iconst1 iadd ireturn iload,,1,,,,,,46805.2,,,,,,,,,
invokeinterface ifne aload getfield ifle,,1,,,,,,4040.91,,,,,,,,,
invokeinterface iinc gotoInsn lload l2i,,,,,7,,,29616.4,,,,,,,,,
invokeinterface iinc iinc iload gotoInsn,,1,,,,,,34792.2,,,,,,,,,
invokeinterface iinc iload gotoInsn aload,,4,,,,,,22225,,,,,,,,,
invokeinterface iinc iload gotoInsn iload,,1,,,,,,36445,,,,,,,,,
invokeinterface iinc iload ireturn aload,,1,,,,,,30298.2,,,,,,,,,
invokeinterface iinc invokespecial istore iload,,3,,,,,,167715,,,,,,,,,
invokeinterface iload bipush ifIcmpne iload,,1,,,,,1,31151.3,,,,,,,,,
invokeinterface iload gotoInsn aload invokeinterface,,1,,,,,,43924,,,,,,,,,
invokeinterface iload gotoInsn iload iconstM1,,1,,,,,,157462,,,,,,,,,
invokeinterface iload iconst1 iadd dup,,1,,,,,,32188.7,,,,,,,,,
invokeinterface iload iconst1 iadd i2l,,,,,1,,,8579.85,,,,,,,,,
invokeinterface iload iconst1 isub istore,,,,2,,,,10042.5,,,,,,,,,
invokeinterface iload ifle iload dup,,,,,,,1,33818.3,,,,,,,,,
invokeinterface iload ifne iload dup,,,,,,,3,24866.3,,,,,,,,,
invokeinterface iload ireturn aload aload,,5,,,,,,31055.8,,,,,,,,,
invokeinterface iload ireturn aload iconst0,,1,,,,,,44082.8,,,,,,,,,
invokeinterface iload ireturn gotoInsn aload,,2,,,,,,16113.5,,,,,,,,,
invokeinterface iload ireturn gotoInsn iload,,1,,,,,,35622.8,,,,,,,,,
invokeinterface iload ireturn iload i2l,,,,,1,,,31672.2,,,,,,,,,
invokeinterface iload ireturn iload newarray,,6,,,,,,15703,,,,,,,,,
invokeinterface invokespecial dup istore ireturn,,1,,,,,,29828,,,,,,,,,
invokeinterface invokespecial i2l bipush lshl,,,,,2,,,53535,,,,,,,,,
invokeinterface invokespecial istore iload iconst1,,,,1,,,,115752,,,,,,,,,
invokeinterface invokestatic dup istore gotoInsn,,2,,,,,,156536,,,,,,,,,
invokeinterface invokestatic dup istore iload,,2,,,,,,257425,,,,,,,,,
invokeinterface invokestatic i2l bipush lshl,,,,,7,,,47511.6,,,,,,,,,
invokeinterface ireturn iload istore iconst0,,1,,,,,,43786.7,,,,,,,,,
invokeinterface lload bipush i2l bipush,,,,,16,,,192158,,,,,,,,,
invokeinterface lload bipush lshr l2i,,,,,1,,,19806.9,,,,,,,,,
invokespecial aaload invokevirtual dup getfield,,1,,,,,,185562,,,,,,,,,
invokespecial aastore iload iconst1 isub,,,,1,,,,18398.1,,,,,,,,,
invokespecial aload dup dupX1 getfield,,6,,,,,,1.45E+06,,,,,,,,,
invokespecial aload getfield dup astore,,3,,,,,,13051.6,,,,,,,,,
invokespecial aload getfield iconst1 ifne,,,,2,,,,19188.2,,,,,,,,,
invokespecial aload getfield ifne iload,,,,,,,2,8698.43,,,,,,,,,
invokespecial aload getfield ifnonnull iload,,,,,,,1,23703.4,,,,,,,,,
invokespecial aload getfield iload iconst1,,,,1,,,,17352.4,,,,,,,,,
invokespecial aload iconst0 aload dupX1,,1,,,,,,322814,,,,,,,,,
invokespecial aload ifnull aload dup,,1,,,,,,22360.5,,,,,,,,,
invokespecial aload ifnull iload dup,,,,,,,2,46818.8,,,,,,,,,
invokespecial aload iload iload iconstM1,,1,,,,,,73533.3,,,,,,,,,
invokespecial aload invokespecial i2l bipush,,,,,2,,,14929.2,,,,,,,,,
invokespecial aload lload bipush lshr,,,,,9,,,5981.35,,,,,,,,,
invokespecial aload lload l2i invokespecial,,,,,6,,,13817.8,,,,,,,,,
invokespecial areturn gotoInsn aload iconst0,,1,,,,,,29978,,,,,,,,,
invokespecial astore aload aload dupX1,,3,,,,,,10002.6,,,,,,,,,
invokespecial astore aload aload iload,,1,,,,,,33551.4,,,,,,,,,
invokespecial astore aload dup aload,,2,,,,,,18594.1,,,,,,,,,
invokespecial astore aload getfield iconst1,,,,1,,,,11172.1,,,,,,,,,
invokespecial astore aload gotoInsn aload,,1,,,,,,21947.7,,,,,,,,,
invokespecial astore aload gotoInsn iload,,1,,,,,,83577.4,,,,,,,,,
invokespecial astore aload ifnonnull iload,,,,,,,13,18055.1,,,,,,,,,
invokespecial astore aload ifnull iload,,,,,,,3,8995.26,,,,,,,,,
invokespecial astore aload invokevirtual dup,,1,1,,,,,29490,,,,,,,,,
invokespecial astore iconst0 i2l bipush,,,,,1,,,540850,,,,,,,,,
invokespecial astore iconst1 ifne aconstNull,,,,1,,,,44010.7,,,,,,,,,
invokespecial astore iload gotoInsn ldc,,1,,,,,,122084,,,,,,,,,
invokespecial astore iload ifeq iload,,,,,,,3,18380.6,,,,,,,,,
invokespecial astore ldc invokestatic aload,,1,,,,,,10344.6,,,,,,,,,
invokespecial astore lload l2i bipush,,,,,1,,,50016.9,,,,,,,,,
invokespecial astore pop iload aload,,3,,,,,,247873,,,,,,,,,
invokespecial astore pop iload ifeq,,1,,,,,,69362,,,,,,,,,
invokespecial bipush i2l bipush lshl,,,,,1,,,221097,,,,,,,,,
invokespecial dup aload invokestatic invokevirtual,,1,,,,,,74096.3,,,,,,,,,
invokespecial dup astore aload aload,,1,,,,,,10673.9,,,,,,,,,
invokespecial dup astore aload dup,,1,,,,,,42724.9,,,,,,,,,
invokespecial dup astore aload dupX1,,3,,,,,,199899,,,,,,,,,
invokespecial dup astore aload dupX2,,1,,,,,,116564,,,,,,,,,
invokespecial dup astore aload getfield,,2,,,,,,7479.56,,,,,,,,,
invokespecial dup astore bipush invokevirtual,,3,,,,,,6062.19,,,,,,,,,
invokespecial dup astore ifnonnull aload,,10,,,,,,9062.75,,,,,,,,,
invokespecial dup astore ifnonnull bipush,,2,,,,,,21789.8,,,,,,,,,
invokespecial dup astore ifnonnull iload,,1,,,,,,15195.5,,,,,,,,,
invokespecial dup astore ifnull aload,,3,,,,,,4217.27,,,,,,,,,
invokespecial dup astore invokespecial aload,,1,,,,,,11661,,,,,,,,,
invokespecial dup astore invokespecial getfield,,1,,,,,,76375.2,,,,,,,,,
invokespecial dup astore ldc invokevirtual,,1,,,,,,22667.8,,,,,,,,,
invokespecial dup getfield iconst1 iadd,,1,,,,,,48459.6,,,,,,,,,
invokespecial dup getfield iconst2 iadd,,2,,,,,,131763,,,,,,,,,
invokespecial dup istore iload ifIcmpge,,1,,,,,,10074.1,,,,,,,,,
invokespecial dup istore invokespecial iload,,2,,,,,,44232,,,,,,,,,
invokespecial dup istore ireturn aload,,1,,,,,,52198.3,,,,,,,,,
invokespecial dup istore istore aload,,,6,,,,,10213.6,,,,,,,,,
invokespecial dup istore istore iload,,,2,,,,,26529,,,,,,,,,
invokespecial dup istore ldc ifIcmpeq,,2,,,,,,7306.05,,,,,,,,,
invokespecial getfield aload dup getfield,,1,,,,,,80903.3,,,,,,,,,
invokespecial getfield aload swap ifnonnull,,1,,,,,,1.15E+06,,,,,,,,,
invokespecial getfield astore iload dup,,1,,,,,,59707.1,,,,,,,,,
invokespecial getfield bipush invokevirtual aload,,1,,,,,,33311.2,,,,,,,,,
invokespecial getfield bipush invokevirtual pop,,1,,,,,,33252.2,,,,,,,,,
invokespecial getfield dup astore ifnull,,1,,,,,,34018,,,,,,,,,
invokespecial getfield ifne aload dup,,1,,,,,,103828,,,,,,,,,
invokespecial getfield ifne aload getfield,,1,,,,,,17537,,,,,,,,,
invokespecial getfield ifnonnull aload bipush,,1,,,,,,149588,,,,,,,,,
invokespecial getfield iload invokevirtual aload,,2,,,,,,23476.3,,,,,,,,,
invokespecial getfield invokespecial returnInsn aload,,2,,,,,,102406,,,,,,,,,
invokespecial gotoInsn aload invokespecial i2l,,,,,8,,,20340.4,,,,,,,,,
invokespecial gotoInsn lload l2i ldc,,,,,2,,,73941.9,,,,,,,,,
invokespecial i2l bipush lshl lload,,,,,16,,,13488.5,,,,,,,,,
invokespecial i2l lload dup2X2 lxor,,,,,8,,,1.07E+06,,,,,,,,,
invokespecial iconst0 aload bipush bipush,,1,,,,,,127686,,,,,,,,,
invokespecial iconst0 dup istore aload,,1,,,,,,51591.3,,,,,,,,,
invokespecial iconst0 i2l bipush lshl,,,,,2,,,225991,,,,,,,,,
invokespecial iconst0 istore getfield astore,,1,,,,,,276500,,,,,,,,,
invokespecial iconst0 ldc invokestatic invokevirtual,,2,,,,,,19182.9,,,,,,,,,
invokespecial iconst1 ifne aconstNull aconstNull,,,,4,,,,19015.3,,,,,,,,,
invokespecial iconst1 ifne aconstNull astore,,,,1,,,,32379.9,,,,,,,,,
invokespecial iconst1 ifne aconstNull iconst0,,,,2,,,,122329,,,,,,,,,
invokespecial iconst1 ifne pop pop,,,,1,,,,6320.38,,,,,,,,,
invokespecial iinc gotoInsn iconst1 ifne,,,,1,,,,44117.7,,,,,,,,,
invokespecial iinc iinc gotoInsn aload,,,2,,,,,14797.6,,,,,,,,,
invokespecial iinc iinc gotoInsn gotoInsn,,,2,,,,,11038.3,,,,,,,,,
invokespecial iload gotoInsn aload dup,,1,,,,,,78390,,,,,,,,,
invokespecial iload gotoInsn aload getfield,,1,,,,,,21681.6,,,,,,,,,
invokespecial iload gotoInsn aload invokespecial,,1,,,,,,24359.2,,,,,,,,,
invokespecial iload gotoInsn gotoInsn aload,,2,,,,,,45776.4,,,,,,,,,
invokespecial iload iconst1 iadd ldc,,1,,,,,,60092.1,,,,,,,,,
invokespecial iload iconst1 isub istore,,,,3,,,,8391.29,,,,,,,,,
invokespecial iload ifeq iload dup,,,,,,,1,37046.6,,,,,,,,,
invokespecial iload invokespecial iload invokespecial,,12,,,,,,15729.2,,,,,,,,,
invokespecial iload invokespecial returnInsn aload,,7,,,,,,39357.4,,,,,,,,,
invokespecial iload sipush ifIcmpeq iload,,,,,,,1,27161,,,,,,,,,
invokespecial invokeinterface iload ireturn aload,,2,,,,,,22892.8,,,,,,,,,
invokespecial invokeinterface iload ireturn gotoInsn,,1,,,,,,17759.9,,,,,,,,,
invokespecial invokespecial invokespecial returnInsn aload,,7,,,,,,25145.4,,,,,,,,,
invokespecial invokespecial istore iload iload,,1,,,,,,115127,,,,,,,,,
invokespecial invokespecial istore ldc iload,,1,,,,,,135908,,,,,,,,,
invokespecial invokespecial pop returnInsn aload,,1,,,,,,31238.2,,,,,,,,,
invokespecial invokespecial returnInsn aload dup,,1,,,,,,49512.2,,,,,,,,,
invokespecial invokespecial returnInsn aload getfield,,1,,,,,,8792.33,,,,,,,,,
invokespecial invokespecial returnInsn aload iload,,1,,,,,,78764.6,,,,,,,,,
invokespecial invokespecial returnInsn aload ldc,,14,,,,,,60392.9,,,,,,,,,
invokespecial invokespecial returnInsn gotoInsn aload,,1,,,,,,34159.7,,,,,,,,,
invokespecial invokespecial returnInsn newInsn dup,,1,,,,,,18989.9,,,,,,,,,
invokespecial invokevirtual dup getfield bipush,,1,,,,,,144304,,,,,,,,,
invokespecial ireturn gotoInsn aload iload,,1,,,,,,48939,,,,,,,,,
invokespecial istore aload invokespecial dup,,,6,,,,,35718.4,,,,,,,,,
invokespecial istore aload lload bipush,,,,,1,,,18428,,,,,,,,,
invokespecial istore aload lload l2i,,,,,2,,,29437.6,,,,,,,,,
invokespecial istore iinc gotoInsn lload,,,,,2,,,39422.5,,,,,,,,,
invokespecial istore iload gotoInsn aload,,2,,,,,,68830.9,,,,,,,,,
invokespecial istore iload gotoInsn iconst1,,1,,,,,,96250,,,,,,,,,
invokespecial istore iload gotoInsn iinc,,4,,,,,,47247.4,,,,,,,,,
invokespecial istore iload gotoInsn iload,,2,,,,,,68633.5,,,,,,,,,
invokespecial istore iload iconst1 isub,,,,1,,,,29859.4,,,,,,,,,
